Source,Target,Association
REF_HANA_SLT_PRD_BAP_DS/FAGLFLEXA,REF_HANA_SLT_PRD_BAP_DS/FAGLFLEXA/DOCNR,core.DataSetToDataElementParentship
REF_HANA_SLT_PRD_BAP_DS/FAGLFLEXA,REF_HANA_SLT_PRD_BAP_DS/FAGLFLEXA/RACCT,core.DataSetToDataElementParentship
REF_HANA_SLT_PRD_BAP_DS/FAGLFLEXA,REF_HANA_SLT_PRD_BAP_DS/FAGLFLEXA/RBUKRS,core.DataSetToDataElementParentship
REF_HANA_SLT_PRD_BAP_DS/FAGLFLEXA,REF_HANA_SLT_PRD_BAP_DS/FAGLFLEXA/RYEAR,core.DataSetToDataElementParentship
REF_HANA_SLT_PRD_BAP_DS,REF_HANA_SLT_PRD_BAP_DS/T012K,core.DataSourceParentChild
REF_HANA_SLT_PRD_BAP_DS/T012K,REF_HANA_SLT_PRD_BAP_DS/T012K/hkont,core.DataSetToDataElementParentship
REF_HANA_SLT_PRD_BAP_DS,REF_HANA_SLT_PRD_BAP_DS/BKPF,core.DataSourceParentChild
REF_HANA_SLT_PRD_BAP_DS/BKPF,REF_HANA_SLT_PRD_BAP_DS/BKPF/BELNR,core.DataSetToDataElementParentship
REF_HANA_SLT_PRD_BAP_DS/BKPF,REF_HANA_SLT_PRD_BAP_DS/BKPF/BUKRS,core.DataSetToDataElementParentship
REF_HANA_SLT_PRD_BAP_DS/BKPF,REF_HANA_SLT_PRD_BAP_DS/BKPF/GJAHR,core.DataSetToDataElementParentship
REF_HANA_SLT_PRD_BAP_DS,REF_HANA_SLT_PRD_BAP_DS/FEBCL,core.DataSourceParentChild
REF_HANA_SLT_PRD_BAP_DS/FEBCL,REF_HANA_SLT_PRD_BAP_DS/FEBCL/ESNUM,core.DataSetToDataElementParentship
REF_HANA_SLT_PRD_BAP_DS/FEBCL,REF_HANA_SLT_PRD_BAP_DS/FEBCL/kukey,core.DataSetToDataElementParentship
REF_HANA_SLT_PRD_BAP_DS/FEBCL,REF_HANA_SLT_PRD_BAP_DS/FEBCL/selvon,core.DataSetToDataElementParentship
$RESOURCE,REF_HANA__SYS_BIC_CONN,core.ResourceParentChild
REF_HANA__SYS_BIC_CONN,REF_HANA__SYS_BIC_DS,core.ResourceParentChild
REF_HANA__SYS_BIC_DS,REF_HANA__SYS_BIC_DS/sc-dm-dev.Time_Intelligence/DIM_VEND,core.DataSourceParentChild
REF_HANA__SYS_BIC_DS/sc-dm-dev.Time_Intelligence/DIM_VEND,REF_HANA__SYS_BIC_DS/sc-dm-dev.Time_Intelligence/DIM_VEND/FULLNAME,core.DataSetToDataElementParentship
REF_HANA__SYS_BIC_DS/sc-dm-dev.Time_Intelligence/DIM_VEND,REF_HANA__SYS_BIC_DS/sc-dm-dev.Time_Intelligence/DIM_VEND/LIFNR,core.DataSetToDataElementParentship
REF_HANA__SYS_BIC_DS,REF_HANA__SYS_BIC_DS/sc-dm-dev.Time_Intelligence/DIM_CUST,core.DataSourceParentChild
REF_HANA__SYS_BIC_DS/sc-dm-dev.Time_Intelligence/DIM_CUST,REF_HANA__SYS_BIC_DS/sc-dm-dev.Time_Intelligence/DIM_CUST/FULLNAME,core.DataSetToDataElementParentship
REF_HANA__SYS_BIC_DS/sc-dm-dev.Time_Intelligence/DIM_CUST,REF_HANA__SYS_BIC_DS/sc-dm-dev.Time_Intelligence/DIM_CUST/KUNNR,core.DataSetToDataElementParentship
hana_calcviews_container,custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,core.DataSourceParentChild
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/RBUKRS,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/RBUSA,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/RYEAR,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/DOCNR,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/RACCT,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/POPER,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/BUDAT,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/LIFNR,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/KUNNR,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/RTCUR,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/RWCUR,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/ZUONR,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/PAYMENT_ORDER,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/SGTXT,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/DAY,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/WEEKDAY,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/DAYNAME,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/SIXDAYGROUP,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/WEEKOFMONTH,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/CUSTOMER_NAME,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/VENDOR_NAME,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/TRANSACTION_TYPE,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/WSL,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/TSL,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/HSL,custom.sap.hana.calscript.v7.HanaCalcViewToHanaCalcViewField
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaScriptBlock/TI_VENDOR_5Y/BS,custom.sap.hana.calscript.v7.HanaCalcViewToHanaScriptBlock
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaScriptBlock/TI_VENDOR_5Y/cte2,custom.sap.hana.calscript.v7.HanaCalcViewToHanaScriptBlock
custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,custom.sap.hana.calscript.v7.HanaScriptBlock/TI_VENDOR_5Y/cte3,custom.sap.hana.calscript.v7.HanaCalcViewToHanaScriptBlock
REF_HANA_SLT_PRD_BAP_DS/BSEG,custom.sap.hana.calscript.v7.HanaScriptBlock/TI_VENDOR_5Y/BS,core.DataSetDataFlow
REF_HANA_SLT_PRD_BAP_DS/FAGLFLEXA,custom.sap.hana.calscript.v7.HanaScriptBlock/TI_VENDOR_5Y/BS,core.DataSetDataFlow
REF_HANA_SLT_PRD_BAP_DS/T012K,custom.sap.hana.calscript.v7.HanaScriptBlock/TI_VENDOR_5Y/BS,core.DataSetDataFlow
REF_HANA_SLT_PRD_BAP_DS/BKPF,custom.sap.hana.calscript.v7.HanaScriptBlock/TI_VENDOR_5Y/BS,core.DataSetDataFlow
REF_HANA_SLT_PRD_BAP_DS/FEBCL,custom.sap.hana.calscript.v7.HanaScriptBlock/TI_VENDOR_5Y/BS,core.DataSetDataFlow
REF_HANA__SYS_BIC_DS/sc-dm-dev.Time_Intelligence/DIM_VEND,custom.sap.hana.calscript.v7.HanaScriptBlock/TI_VENDOR_5Y/BS,core.DataSetDataFlow
REF_HANA__SYS_BIC_DS/sc-dm-dev.Time_Intelligence/DIM_CUST,custom.sap.hana.calscript.v7.HanaScriptBlock/TI_VENDOR_5Y/BS,core.DataSetDataFlow
custom.sap.hana.calscript.v7.HanaScriptBlock/TI_VENDOR_5Y/BS,custom.sap.hana.calscript.v7.HanaScriptBlock/TI_VENDOR_5Y/cte2,core.DataSetDataFlow
custom.sap.hana.calscript.v7.HanaScriptBlock/TI_VENDOR_5Y/cte2,custom.sap.hana.calscript.v7.HanaScriptBlock/TI_VENDOR_5Y/cte3,core.DataSetDataFlow
custom.sap.hana.calscript.v7.HanaScriptBlock/TI_VENDOR_5Y/cte3,custom.sap.hana.calscript.v7.HanaCalcView/TI_VENDOR_5Y,core.DataSetDataFlow
REF_HANA_SLT_PRD_BAP_DS/FAGLFLEXA/RBUKRS,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/RBUKRS,core.DirectionalDataFlow
REF_HANA_SLT_PRD_BAP_DS/FAGLFLEXA/RYEAR,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/RYEAR,core.DirectionalDataFlow
REF_HANA_SLT_PRD_BAP_DS/FAGLFLEXA/DOCNR,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/DOCNR,core.DirectionalDataFlow
REF_HANA_SLT_PRD_BAP_DS/FAGLFLEXA/RACCT,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/RACCT,core.DirectionalDataFlow
REF_HANA_SLT_PRD_BAP_DS/FAGLFLEXA/BUDAT,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/BUDAT,core.DirectionalDataFlow
REF_HANA__SYS_BIC_DS/sc-dm-dev.Time_Intelligence/DIM_VEND/LIFNR,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/LIFNR,core.DirectionalDataFlow
REF_HANA__SYS_BIC_DS/sc-dm-dev.Time_Intelligence/DIM_CUST/KUNNR,custom.sap.hana.calscript.v7.HanaCalcViewField/TI_VENDOR_5Y/KUNNR,core.DirectionalDataFlow
