filename,line_number,run_id,job_name,job_namespace,event_type,error_type,inputs_count,outputs_count,has_job,has_schema,has_column_lineage,reason_description
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,1,019dd21f-0476-7cd9-945d-13a88fcd2345,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,1,019dd21f-0476-7cd9-945d-13a88fcd2345,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,2,019dd21f-0478-73da-b3ef-5670c139f95d,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,2,019dd21f-0478-73da-b3ef-5670c139f95d,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,3,019dd21f-0478-73da-b3ef-5670c139f95d,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,3,019dd21f-0478-73da-b3ef-5670c139f95d,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,4,019dd21f-0478-73da-b3ef-5670c139f95d,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,4,019dd21f-0478-73da-b3ef-5670c139f95d,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,5,019dd21f-0478-73da-b3ef-5670c139f95d,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,5,019dd21f-0478-73da-b3ef-5670c139f95d,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,6,019dd21f-0476-7cd9-945d-13a88fcd2345,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,6,019dd21f-0476-7cd9-945d-13a88fcd2345,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,7,019dd21f-04d9-7557-8525-0a3998a63238,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,7,019dd21f-04d9-7557-8525-0a3998a63238,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,8,019dd21f-04db-771c-9cba-f0db58c090a6,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,8,019dd21f-04db-771c-9cba-f0db58c090a6,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,9,019dd21f-04db-771c-9cba-f0db58c090a6,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,9,019dd21f-04db-771c-9cba-f0db58c090a6,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,10,019dd21f-04db-771c-9cba-f0db58c090a6,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,10,019dd21f-04db-771c-9cba-f0db58c090a6,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,11,019dd21f-04db-771c-9cba-f0db58c090a6,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,11,019dd21f-04db-771c-9cba-f0db58c090a6,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,12,019dd21f-04d9-7557-8525-0a3998a63238,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,12,019dd21f-04d9-7557-8525-0a3998a63238,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,13,019dd21f-0868-74e7-9455-a918d8606259,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,13,019dd21f-0868-74e7-9455-a918d8606259,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,14,019dd21f-086a-7f26-b74a-6c27d0caceba,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,14,019dd21f-086a-7f26-b74a-6c27d0caceba,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,15,019dd21f-086a-7f26-b74a-6c27d0caceba,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,15,019dd21f-086a-7f26-b74a-6c27d0caceba,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,16,019dd21f-0794-76d2-8cd5-b63d9314ab55,unknown,socar_lakehouse,START,No inputs - Cannot generate DataSetDataFlow,0,0,True,False,False,Dataset input is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,16,019dd21f-0794-76d2-8cd5-b63d9314ab55,unknown,socar_lakehouse,START,No outputs - Cannot generate DataSetDataFlow,0,0,True,False,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,16,019dd21f-0794-76d2-8cd5-b63d9314ab55,unknown,socar_lakehouse,START,No schema facet - Cannot generate column-level DataElement,0,0,True,False,False,Schema information missing. Cannot map columns (data elements) in the lineage.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,16,019dd21f-0794-76d2-8cd5-b63d9314ab55,unknown,socar_lakehouse,START,No column lineage facet - Cannot generate DirectionalDataFlow,0,0,True,False,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,17,019dd21f-086a-7f26-b74a-6c27d0caceba,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,17,019dd21f-086a-7f26-b74a-6c27d0caceba,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,18,019dd21f-086a-7f26-b74a-6c27d0caceba,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,18,019dd21f-086a-7f26-b74a-6c27d0caceba,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,19,019dd21f-0868-74e7-9455-a918d8606259,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,19,019dd21f-0868-74e7-9455-a918d8606259,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,20,019dd21f-08cd-70a8-914e-ecf04ca63ef3,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,20,019dd21f-08cd-70a8-914e-ecf04ca63ef3,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,21,019dd21f-08cf-7538-bbe9-a4f12cf23661,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,21,019dd21f-08cf-7538-bbe9-a4f12cf23661,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,22,019dd21f-08cf-7538-bbe9-a4f12cf23661,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,22,019dd21f-08cf-7538-bbe9-a4f12cf23661,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,23,019dd21f-08cf-7538-bbe9-a4f12cf23661,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,23,019dd21f-08cf-7538-bbe9-a4f12cf23661,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,24,019dd21f-08cf-7538-bbe9-a4f12cf23661,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,24,019dd21f-08cf-7538-bbe9-a4f12cf23661,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,25,019dd21f-08cd-70a8-914e-ecf04ca63ef3,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,25,019dd21f-08cd-70a8-914e-ecf04ca63ef3,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,26,019dd21f-0c43-73bf-a32d-40873e2cee0d,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,26,019dd21f-0c43-73bf-a32d-40873e2cee0d,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,27,019dd21f-0c45-7e28-8fd1-2db99a53916a,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,27,019dd21f-0c45-7e28-8fd1-2db99a53916a,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,28,019dd21f-0c45-7e28-8fd1-2db99a53916a,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,28,019dd21f-0c45-7e28-8fd1-2db99a53916a,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,29,019dd21f-0c45-7e28-8fd1-2db99a53916a,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,29,019dd21f-0c45-7e28-8fd1-2db99a53916a,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,30,019dd21f-0c45-7e28-8fd1-2db99a53916a,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,30,019dd21f-0c45-7e28-8fd1-2db99a53916a,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,31,019dd21f-0c43-73bf-a32d-40873e2cee0d,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,31,019dd21f-0c43-73bf-a32d-40873e2cee0d,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,32,019dd21f-0cbc-78da-9c3e-8fb7bf73ae57,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,32,019dd21f-0cbc-78da-9c3e-8fb7bf73ae57,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,33,019dd21f-0cbe-7451-93d5-d347db60b528,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,33,019dd21f-0cbe-7451-93d5-d347db60b528,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,34,019dd21f-0cbe-7451-93d5-d347db60b528,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,34,019dd21f-0cbe-7451-93d5-d347db60b528,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,35,019dd21f-0cbe-7451-93d5-d347db60b528,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,35,019dd21f-0cbe-7451-93d5-d347db60b528,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,36,019dd21f-0cbe-7451-93d5-d347db60b528,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,36,019dd21f-0cbe-7451-93d5-d347db60b528,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,37,019dd21f-0cbc-78da-9c3e-8fb7bf73ae57,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,37,019dd21f-0cbc-78da-9c3e-8fb7bf73ae57,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,38,019dd21f-0f02-7149-9dda-9f0350a6e51c,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,38,019dd21f-0f02-7149-9dda-9f0350a6e51c,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,39,019dd21f-0f04-7ef7-83cf-3bc603d1ea3c,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,39,019dd21f-0f04-7ef7-83cf-3bc603d1ea3c,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,40,019dd21f-0f04-7ef7-83cf-3bc603d1ea3c,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,40,019dd21f-0f04-7ef7-83cf-3bc603d1ea3c,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,41,019dd21f-0f04-7ef7-83cf-3bc603d1ea3c,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,41,019dd21f-0f04-7ef7-83cf-3bc603d1ea3c,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,RUNNING,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,42,019dd21f-0f04-7ef7-83cf-3bc603d1ea3c,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,42,019dd21f-0f04-7ef7-83cf-3bc603d1ea3c,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,43,019dd21f-0f02-7149-9dda-9f0350a6e51c,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,43,019dd21f-0f02-7149-9dda-9f0350a6e51c,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,COMPLETE,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,44,019dd21f-1072-79da-bc52-a9502f0c23b4,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No outputs - Cannot generate DataSetDataFlow,1,0,True,True,False,Dataset output is missing. Lineage flow cannot be established.
00b3fc34-1d8f-4a8c-b194-023a1140d5bc.ndjson,44,019dd21f-1072-79da-bc52-a9502f0c23b4,mqtt_spark_streaming.write_to_data_source_v2,socar_lakehouse,START,No column lineage facet - Cannot generate DirectionalDataFlow,1,0,True,True,False,Column-level lineage not available. Cannot create directional flow between columns.
