core.externalId,core.name,core.description,core.businessDescription,core.businessName,core.reference,custom.PowerBI.v3.FieldType
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual15_card/CountNonNull_simpfy_challenges_vw_challange_id,Count of challange_id,CountNonNull(simpfy_challenges_vw.challange_id),Count of challange_id,Count of challange_id,,Measure
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual1_slicer/simpfy_projects_vw_project_leader_full_name,Project Coordinator,simpfy_projects_vw.project_leader_full_name,Project Coordinator,Project Coordinator,,Source Column
Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_leader_full_name,project_leader_full_name,project_leader_full_name,project_leader_full_name,project_leader_full_name,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual2_slicer/simpfy_projects_vw_segment_initiative_name,Segment Initiative,simpfy_projects_vw.segment_initiative_name,Segment Initiative,Segment Initiative,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual3_slicer/simpfy_projects_vw_business_unit_name,Business Unit,simpfy_projects_vw.business_unit_name,Business Unit,Business Unit,,Source Column
Simpfy_project_96010eb4/ds_simpfy_projects_vw/business_unit_name,business_unit_name,business_unit_name,business_unit_name,business_unit_name,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual4_slicer/simpfy_projects_vw_corp_initiative_name,Corporate Initiative,simpfy_projects_vw.corp_initiative_name,Corporate Initiative,Corporate Initiative,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual5_slicer/simpfy_projects_vw_segment_name,Segment,simpfy_projects_vw.segment_name,Segment,Segment,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual6_slicer/simpfy_projects_vw_pillar_enabler_name,Corporate Pillar/Enabler,simpfy_projects_vw.pillar_enabler_name,Corporate Pillar/Enabler,Corporate Pillar/Enabler,,Source Column
Simpfy_project_96010eb4/ds_simpfy_projects_vw/pillar_enabler_name,pillar_enabler_name,pillar_enabler_name,pillar_enabler_name,pillar_enabler_name,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual7_slicer/simpfy_projects_vw_project_name,Project,simpfy_projects_vw.project_name,Project,Project,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual8_slicer/simpfy_projects_vw_project_country,Country,simpfy_projects_vw.project_country,Country,Country,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual9_slicer/LastMilestonesTable_LastMilestoneStatus,Project status,LastMilestonesTable.LastMilestoneStatus,Project status,Project status,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual10_slicer/simpfy_projects_vw_end_year,End Date,simpfy_projects_vw.end_year,End Date,End Date,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual10_slicer/simpfy_projects_vw_End_Date_Quarter,End_Date_Quarter,simpfy_projects_vw.End_Date_Quarter,End_Date_Quarter,End_Date_Quarter,,Source Column
Simpfy_project_96010eb4/ds_simpfy_projects_vw/End_Date_Quarter,End_Date_Quarter,End_Date_Quarter,End_Date_Quarter,End_Date_Quarter,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual11_slicer/simpfy_projects_vw_co_project,CO Projects,simpfy_projects_vw.co_project,CO Projects,CO Projects,,Source Column
Simpfy_project_96010eb4/ds_simpfy_projects_vw/co_project,co_project,co_project,co_project,co_project,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual12_slicer/simpfy_projects_vw_start_year,Start Date,simpfy_projects_vw.start_year,Start Date,Start Date,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual12_slicer/simpfy_projects_vw_Start_Date_Quarter,Start_Date_Quarter,simpfy_projects_vw.Start_Date_Quarter,Start_Date_Quarter,Start_Date_Quarter,,Source Column
Simpfy_project_96010eb4/ds_simpfy_projects_vw/Start_Date_Quarter,Start_Date_Quarter,Start_Date_Quarter,Start_Date_Quarter,Start_Date_Quarter,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual13_tableEx/simpfy_projects_vw_segment_name,Segment,simpfy_projects_vw.segment_name,Segment,Segment,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual13_tableEx/simpfy_projects_vw_project_name,Project,simpfy_projects_vw.project_name,Project,Project,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual13_tableEx/simpfy_projects_vw_description,Description,simpfy_projects_vw.description,Description,Description,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual13_tableEx/simpfy_projects_vw_general_impact_summary,Impact,simpfy_projects_vw.general_impact_summary,Impact,Impact,,Source Column
Simpfy_project_96010eb4/ds_simpfy_projects_vw/general_impact_summary,general_impact_summary,general_impact_summary,general_impact_summary,general_impact_summary,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual13_tableEx/simpfy_projects_vw_Stoplight,Status,simpfy_projects_vw.Stoplight,Status,Status,,Measure
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual13_tableEx/simpfy_projects_vw_Enablers,Enablers,simpfy_projects_vw.Enablers,Enablers,Enablers,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual13_tableEx/simpfy_projects_vw_key_areas_of_concern,Key Areas of Concern,simpfy_projects_vw.key_areas_of_concern,Key Areas of Concern,Key Areas of Concern,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual13_tableEx/simpfy_projects_vw_Pillars,Pillars,simpfy_projects_vw.Pillars,Pillars,Pillars,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual13_tableEx/simpfy_projects_vw_project_country,Country,simpfy_projects_vw.project_country,Country,Country,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual13_tableEx/simpfy_projects_vw_project_leader_name,Project Coordinator,simpfy_projects_vw.project_leader_name,Project Coordinator,Project Coordinator,,Source Column
Simpfy_project_96010eb4/ds_simpfy_projects_vw/project_leader_name,project_leader_name,project_leader_name,project_leader_name,project_leader_name,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual13_tableEx/simpfy_projects_vw_project_type,Project Type,simpfy_projects_vw.project_type,Project Type,Project Type,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual13_tableEx/simpfy_projects_vw_segment_type,Segment Type,simpfy_projects_vw.segment_type,Segment Type,Segment Type,,Source Column
Simpfy_project_96010eb4/ds_simpfy_projects_vw/segment_type,segment_type,segment_type,segment_type,segment_type,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual13_tableEx/simpfy_projects_vw_business_unit_name,Business Unit Name,simpfy_projects_vw.business_unit_name,Business Unit Name,Business Unit Name,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual13_tableEx/simpfy_projects_vw_corp_initiative_name,Corporate Initiative Name,simpfy_projects_vw.corp_initiative_name,Corporate Initiative Name,Corporate Initiative Name,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual13_tableEx/simpfy_projects_vw_segment_initiative_name,Segment Initiative,simpfy_projects_vw.segment_initiative_name,Segment Initiative,Segment Initiative,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual13_tableEx/simpfy_projects_vw_Project_Stage,Project Stage,simpfy_projects_vw.Project Stage,Project Stage,Project Stage,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual13_tableEx/simpfy_projects_vw_total_cost,Total Cost,simpfy_projects_vw.total_cost,Total Cost,Total Cost,,Source Column
Simpfy_project_96010eb4/ds_simpfy_projects_vw/total_cost,total_cost,total_cost,total_cost,total_cost,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual13_tableEx/simpfy_projects_vw_start_year,Start Date,simpfy_projects_vw.start_year,Start Date,Start Date,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual13_tableEx/simpfy_projects_vw_end_year,End Date,simpfy_projects_vw.end_year,End Date,End Date,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual13_tableEx/LastMilestonesTable_LastMilestoneStatus,Project Status,LastMilestonesTable.LastMilestoneStatus,Project Status,Project Status,,Source Column
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual14_slicer/simpfy_projects_vw_Project_Stage,Project Stage,simpfy_projects_vw.Project Stage,Project Stage,Project Stage,,Source Column
Simpfy_project_96010eb4/c13e75df0817a0ed0006/Visual1_slicer/simpfy_projects_vw_project_name,project_name,simpfy_projects_vw.project_name,project_name,project_name,,Source Column
Simpfy_project_96010eb4/c13e75df0817a0ed0006/Visual2_card/Min_LastMilestonesTable_LastMilestoneStatus,First LastMilestoneStatus,Min(LastMilestonesTable.LastMilestoneStatus),First LastMilestoneStatus,First LastMilestoneStatus,,Measure
Simpfy_project_96010eb4/c13e75df0817a0ed0006/Visual3_card/Min_simpfy_projects_vw_project_country,Min(simpfy_projects_vw.project_country),Min(simpfy_projects_vw.project_country),Min(simpfy_projects_vw.project_country),Min(simpfy_projects_vw.project_country),,Measure
Simpfy_project_96010eb4/c13e75df0817a0ed0006/Visual4_card/Min_simpfy_projects_vw_Project_Stage,Min(simpfy_projects_vw.Project Stage),Min(simpfy_projects_vw.Project Stage),Min(simpfy_projects_vw.Project Stage),Min(simpfy_projects_vw.Project Stage),,Measure
Simpfy_project_96010eb4/c13e75df0817a0ed0006/Visual5_columnChart/simpfy_projects_vw_Project_years_total_cost_distinct_project,Project years total cost distinct project,simpfy_projects_vw.Project years total cost distinct project,Project years total cost distinct project,Project years total cost distinct project,,Measure
Simpfy_project_96010eb4/c13e75df0817a0ed0006/Visual5_columnChart/simpfy_projects_vw_project_years,project_years,simpfy_projects_vw.project_years,project_years,project_years,,Source Column
Simpfy_project_96010eb4/c13e75df0817a0ed0006/Visual5_columnChart/simpfy_projects_vw_Project_years_total_cost_distinct_project_curency,Project years total cost distinct project curency,simpfy_projects_vw.Project years total cost distinct project curency,Project years total cost distinct project curency,Project years total cost distinct project curency,,Measure
Simpfy_project_96010eb4/c13e75df0817a0ed0006/Visual6_card/simpfy_projects_vw_Stoplight,Stoplight,simpfy_projects_vw.Stoplight,Stoplight,Stoplight,,Measure
Simpfy_project_96010eb4/2ac534c003f39a90e06e/Visual1_tableEx/simpfy_projects_vw_milestone_name,Milestone,simpfy_projects_vw.milestone_name,Milestone,Milestone,,Source Column
Simpfy_project_96010eb4/ds_simpfy_projects_vw/milestone_name,milestone_name,milestone_name,milestone_name,milestone_name,,Source Column
Simpfy_project_96010eb4/2ac534c003f39a90e06e/Visual1_tableEx/simpfy_projects_vw_milestone_description,Description,simpfy_projects_vw.milestone_description,Description,Description,,Source Column
Simpfy_project_96010eb4/ds_simpfy_projects_vw/milestone_description,milestone_description,milestone_description,milestone_description,milestone_description,,Source Column
Simpfy_project_96010eb4/2ac534c003f39a90e06e/Visual1_tableEx/simpfy_projects_vw_milestone_target_date_Variation_Date_Hierarchy_Year,Target Date,simpfy_projects_vw.milestone_target_date.Variation.Date Hierarchy.Year,Target Date,Target Date,,Source Column
Simpfy_project_96010eb4/ds_simpfy_projects_vw/milestone_target_date,milestone_target_date,milestone_target_date,milestone_target_date,milestone_target_date,,Source Column
Simpfy_project_96010eb4/2ac534c003f39a90e06e/Visual1_tableEx/simpfy_projects_vw_milestone_status,Completion Status,simpfy_projects_vw.milestone_status,Completion Status,Completion Status,,Source Column
Simpfy_project_96010eb4/ds_simpfy_projects_vw/milestone_status,milestone_status,milestone_status,milestone_status,milestone_status,,Source Column
Simpfy_project_96010eb4/2ac534c003f39a90e06e/Visual1_tableEx/simpfy_projects_vw_milestone_completion_date,Actual Date,simpfy_projects_vw.milestone_completion_date,Actual Date,Actual Date,,Source Column
Simpfy_project_96010eb4/ds_simpfy_projects_vw/milestone_completion_date,milestone_completion_date,milestone_completion_date,milestone_completion_date,milestone_completion_date,,Source Column
Simpfy_project_96010eb4/2ac534c003f39a90e06e/Visual2_slicer/simpfy_projects_vw_project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,,Source Column
Simpfy_project_96010eb4/01d9cca66f27e88aa53d/Visual1_tableEx/simpfy_challenges_vw_segment_name,Segment,simpfy_challenges_vw.segment_name,Segment,Segment,,Source Column
Simpfy_project_96010eb4/01d9cca66f27e88aa53d/Visual1_tableEx/simpfy_challenges_vw_title,Challenges,simpfy_challenges_vw.title,Challenges,Challenges,,Source Column
Simpfy_project_96010eb4/01d9cca66f27e88aa53d/Visual1_tableEx/simpfy_challenges_vw_description,Description,simpfy_challenges_vw.description,Description,Description,,Source Column
Simpfy_project_96010eb4/01d9cca66f27e88aa53d/Visual1_tableEx/simpfy_challenges_vw_potential_impact,Potential lmpact,simpfy_challenges_vw.potential_impact,Potential lmpact,Potential lmpact,,Source Column
Simpfy_project_96010eb4/01d9cca66f27e88aa53d/Visual1_tableEx/simpfy_challenges_vw_planned_actions,Resolution Actions,simpfy_challenges_vw.planned_actions,Resolution Actions,Resolution Actions,,Source Column
Simpfy_project_96010eb4/01d9cca66f27e88aa53d/Visual1_tableEx/simpfy_challenges_vw_risk_level,Risk Level,simpfy_challenges_vw.risk_level,Risk Level,Risk Level,,Source Column
Simpfy_project_96010eb4/01d9cca66f27e88aa53d/Visual1_tableEx/simpfy_challenges_vw_CombinedResolutionPartners2,Resolution Partner,simpfy_challenges_vw.CombinedResolutionPartners2,Resolution Partner,Resolution Partner,,Source Column
Simpfy_project_96010eb4/01d9cca66f27e88aa53d/Visual2_slicer/simpfy_projects_vw_Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,,Source Column
Simpfy_project_96010eb4/01d9cca66f27e88aa53d/Visual3_slicer/simpfy_projects_vw_Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,,Source Column
Simpfy_project_96010eb4/01d9cca66f27e88aa53d/Visual4_slicer/simpfy_projects_vw_corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,,Source Column
Simpfy_project_96010eb4/01d9cca66f27e88aa53d/Visual5_slicer/simpfy_projects_vw_start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,,Source Column
Simpfy_project_96010eb4/01d9cca66f27e88aa53d/Visual6_slicer/simpfy_projects_vw_segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,,Source Column
Simpfy_project_96010eb4/01d9cca66f27e88aa53d/Visual7_slicer/simpfy_projects_vw_project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,,Source Column
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/simpfy_projects_vw_segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,,Source Column
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/simpfy_projects_vw_project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,,Source Column
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/simpfy_projects_vw_description,simpfy_projects_vw.description,simpfy_projects_vw.description,simpfy_projects_vw.description,simpfy_projects_vw.description,,Source Column
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/simpfy_projects_vw_general_impact_summary,simpfy_projects_vw.general_impact_summary,simpfy_projects_vw.general_impact_summary,simpfy_projects_vw.general_impact_summary,simpfy_projects_vw.general_impact_summary,,Source Column
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/simpfy_projects_vw_total_cost,simpfy_projects_vw.total_cost,simpfy_projects_vw.total_cost,simpfy_projects_vw.total_cost,simpfy_projects_vw.total_cost,,Source Column
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/simpfy_projects_vw_project_stage,simpfy_projects_vw.project_stage,simpfy_projects_vw.project_stage,simpfy_projects_vw.project_stage,simpfy_projects_vw.project_stage,,Source Column
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/simpfy_projects_vw_key_areas_of_concern,simpfy_projects_vw.key_areas_of_concern,simpfy_projects_vw.key_areas_of_concern,simpfy_projects_vw.key_areas_of_concern,simpfy_projects_vw.key_areas_of_concern,,Source Column
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual1_tableEx/LastMilestonesTable_LastMilestoneStatus,LastMilestonesTable.LastMilestoneStatus,LastMilestonesTable.LastMilestoneStatus,LastMilestonesTable.LastMilestoneStatus,LastMilestonesTable.LastMilestoneStatus,,Source Column
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual2_slicer/simpfy_projects_vw_project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,,Source Column
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual3_slicer/simpfy_projects_vw_segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,,Source Column
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual4_slicer/simpfy_projects_vw_start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,simpfy_projects_vw.start_year,,Source Column
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual5_slicer/simpfy_projects_vw_corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,,Source Column
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual6_slicer/simpfy_projects_vw_Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,,Source Column
Simpfy_project_96010eb4/ec530b8bd9b5762a229a/Visual7_slicer/simpfy_projects_vw_Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,,Source Column
Simpfy_project_96010eb4/8f4d4820c9be15135b63/Visual1_card/Min_simpfy_projects_vw_comment,Min(simpfy_projects_vw.comment),Min(simpfy_projects_vw.comment),Min(simpfy_projects_vw.comment),Min(simpfy_projects_vw.comment),,Measure
Simpfy_project_96010eb4/ds_simpfy_projects_vw/comment,comment,comment,comment,comment,,Measure
Simpfy_project_96010eb4/8f4d4820c9be15135b63/Visual2_card/Min_simpfy_challenges_vw_challenge_type_description,Min(simpfy_challenges_vw.challenge_type_description),Min(simpfy_challenges_vw.challenge_type_description),Min(simpfy_challenges_vw.challenge_type_description),Min(simpfy_challenges_vw.challenge_type_description),,Measure
Simpfy_project_96010eb4/ds_simpfy_challenges_vw/challenge_type_description,challenge_type_description,challenge_type_description,challenge_type_description,challenge_type_description,,Measure
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/simpfy_projects_vw_project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,,Source Column
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/simpfy_projects_vw_segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,,Source Column
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/simpfy_projects_vw_Project_Stage,simpfy_projects_vw.Project Stage,simpfy_projects_vw.Project Stage,simpfy_projects_vw.Project Stage,simpfy_projects_vw.Project Stage,,Source Column
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/Sum_simpfy_projects_vw_comment_year,Sum(simpfy_projects_vw.comment_year),Sum(simpfy_projects_vw.comment_year),Sum(simpfy_projects_vw.comment_year),Sum(simpfy_projects_vw.comment_year),,Source Column
Simpfy_project_96010eb4/ds_simpfy_projects_vw/comment_year,comment_year,comment_year,comment_year,comment_year,,Source Column
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/simpfy_projects_vw_comment_quarter,simpfy_projects_vw.comment_quarter,simpfy_projects_vw.comment_quarter,simpfy_projects_vw.comment_quarter,simpfy_projects_vw.comment_quarter,,Source Column
Simpfy_project_96010eb4/ds_simpfy_projects_vw/comment_quarter,comment_quarter,comment_quarter,comment_quarter,comment_quarter,,Source Column
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/simpfy_projects_vw_comment,simpfy_projects_vw.comment,simpfy_projects_vw.comment,simpfy_projects_vw.comment,simpfy_projects_vw.comment,,Source Column
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual1_tableEx/LastMilestonesTable_LastMilestoneStatus,LastMilestonesTable.LastMilestoneStatus,LastMilestonesTable.LastMilestoneStatus,LastMilestonesTable.LastMilestoneStatus,LastMilestonesTable.LastMilestoneStatus,,Source Column
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual2_slicer/simpfy_projects_vw_comment_quarter,simpfy_projects_vw.comment_quarter,simpfy_projects_vw.comment_quarter,simpfy_projects_vw.comment_quarter,simpfy_projects_vw.comment_quarter,,Source Column
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual3_slicer/simpfy_projects_vw_comment_year,simpfy_projects_vw.comment_year,simpfy_projects_vw.comment_year,simpfy_projects_vw.comment_year,simpfy_projects_vw.comment_year,,Source Column
Simpfy_project_96010eb4/5e507922b18dc16775e9/Visual4_slicer/simpfy_projects_vw_project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,,Source Column
Simpfy_project_96010eb4/bdcee2ac9dd11d6bdb5b/Visual1_tableEx/simpfy_projects_vw_Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,,Source Column
Simpfy_project_96010eb4/746293ed7f31de4c607b/Visual1_tableEx/simpfy_projects_vw_Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,,Source Column
Simpfy_project_96010eb4/7f75fdca224c240675df/Visual1_tableEx/simpfy_projects_vw_corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,simpfy_projects_vw.corp_initiative_name,,Source Column
Simpfy_project_96010eb4/fafcd644b1849220d5c2/Visual1_tableEx/simpfy_projects_vw_segment_initiative_name,simpfy_projects_vw.segment_initiative_name,simpfy_projects_vw.segment_initiative_name,simpfy_projects_vw.segment_initiative_name,simpfy_projects_vw.segment_initiative_name,,Source Column
Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual1_columnChart/simpfy_projects_vw_project_years,simpfy_projects_vw.project_years,simpfy_projects_vw.project_years,simpfy_projects_vw.project_years,simpfy_projects_vw.project_years,,Source Column
Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual1_columnChart/simpfy_projects_vw_Project_years_total_cost_distinct_project,simpfy_projects_vw.Project years total cost distinct project,simpfy_projects_vw.Project years total cost distinct project,simpfy_projects_vw.Project years total cost distinct project,simpfy_projects_vw.Project years total cost distinct project,,Measure
Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual2_card/Min_LastMilestonesTable_LastMilestoneStatus,Min(LastMilestonesTable.LastMilestoneStatus),Min(LastMilestonesTable.LastMilestoneStatus),Min(LastMilestonesTable.LastMilestoneStatus),Min(LastMilestonesTable.LastMilestoneStatus),,Measure
Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual3_card/Min_simpfy_projects_vw_project_country,Min(simpfy_projects_vw.project_country),Min(simpfy_projects_vw.project_country),Min(simpfy_projects_vw.project_country),Min(simpfy_projects_vw.project_country),,Measure
Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual4_card/Min_simpfy_projects_vw_Project_Stage,Min(simpfy_projects_vw.Project Stage),Min(simpfy_projects_vw.Project Stage),Min(simpfy_projects_vw.Project Stage),Min(simpfy_projects_vw.Project Stage),,Measure
Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual5_card/simpfy_projects_vw_Stoplight,simpfy_projects_vw.Stoplight,simpfy_projects_vw.Stoplight,simpfy_projects_vw.Stoplight,simpfy_projects_vw.Stoplight,,Measure
Simpfy_project_96010eb4/14942fbc99bc3afa2399/Visual6_slicer/simpfy_projects_vw_project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,simpfy_projects_vw.segment_name,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,simpfy_projects_vw.project_name,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_description,simpfy_projects_vw.description,simpfy_projects_vw.description,simpfy_projects_vw.description,simpfy_projects_vw.description,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_general_impact_summary,simpfy_projects_vw.general_impact_summary,simpfy_projects_vw.general_impact_summary,simpfy_projects_vw.general_impact_summary,simpfy_projects_vw.general_impact_summary,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_Stoplight,simpfy_projects_vw.Stoplight,simpfy_projects_vw.Stoplight,simpfy_projects_vw.Stoplight,simpfy_projects_vw.Stoplight,,Measure
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,simpfy_projects_vw.Enablers,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,simpfy_projects_vw.Pillars,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,simpfy_projects_vw.project_country,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_project_leader_name,simpfy_projects_vw.project_leader_name,simpfy_projects_vw.project_leader_name,simpfy_projects_vw.project_leader_name,simpfy_projects_vw.project_leader_name,,Source Column
Simpfy_project_96010eb4/1349087adb881e20f030/Visual1_tableEx/simpfy_projects_vw_project_type,simpfy_projects_vw.project_type,simpfy_projects_vw.project_type,simpfy_projects_vw.project_type,simpfy_projects_vw.project_type,,Source Column
