core.externalId,core.name,core.description,core.businessDescription,core.businessName,core.reference,custom.PowerBI.v3.VisualQuery,custom.PowerBI.v3.VisualType
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual1_donutChart,Visual1_donutChart,Visual1_donutChart,Visual1_donutChart,Visual1_donutChart,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}, {'Name': 'l', 'Entity': 'LastMilestonesTable', 'Type': 0}], 'Select': [{'Aggregation': {'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_name'}}, 'Function': 2}, 'Name': 'CountNonNull(simpfy_projects_vw.project_name)', 'NativeReferenceName': 'Count of projects'}, {'Column': {'Expression': {'SourceRef': {'Source': 'l'}}, 'Property': 'LastMilestoneStatus'}, 'Name': 'LastMilestonesTable.LastMilestoneStatus', 'NativeReferenceName': 'LastMilestoneStatus'}], 'OrderBy': [{'Direction': 2, 'Expression': {'Aggregation': {'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_name'}}, 'Function': 2}}}]}",donutChart
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual2_donutChart,Visual2_donutChart,Visual2_donutChart,Visual2_donutChart,Visual2_donutChart,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'Project Stage'}, 'Name': 'simpfy_projects_vw.project_stage', 'NativeReferenceName': 'Project stage'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_type'}, 'Name': 'simpfy_projects_vw.project_type', 'NativeReferenceName': 'Project type'}, {'Aggregation': {'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_version_id'}}, 'Function': 2}, 'Name': 'CountNonNull(simpfy_projects_vw.project_version_id)', 'NativeReferenceName': 'Count of Projects'}, {'Measure': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'Total cost distinct project currency2'}, 'Name': 'simpfy_projects_vw.Total cost distinct project currency2', 'NativeReferenceName': 'Total cost'}], 'OrderBy': [{'Direction': 2, 'Expression': {'Aggregation': {'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'total_cost'}}, 'Function': 1}}}]}",donutChart
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual3_card,Visual3_card,Visual3_card,Visual3_card,Visual3_card,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Measure': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'Dynamic display unit_tc'}, 'Name': 'simpfy_projects_vw.Dynamic display unit_tc', 'NativeReferenceName': 'Dynamic display unit_tc'}]}",card
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual4_card,Visual4_card,Visual4_card,Visual4_card,Visual4_card,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Aggregation': {'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_name'}}, 'Function': 2}, 'Name': 'Min(simpfy_projects_vw.project_name)', 'NativeReferenceName': 'Count of project_name'}], 'OrderBy': [{'Direction': 2, 'Expression': {'Aggregation': {'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_name'}}, 'Function': 2}}}]}",card
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual5_donutChart,Visual5_donutChart,Visual5_donutChart,Visual5_donutChart,Visual5_donutChart,,"{'Version': 2, 'From': [{'Name': 's1', 'Entity': 'simpfy_challenges_vw', 'Type': 0}], 'Select': [{'Aggregation': {'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's1'}}, 'Property': 'challange_id'}}, 'Function': 2}, 'Name': 'CountNonNull(simpfy_challenges_vw.challange_id)', 'NativeReferenceName': 'Count of challanges'}, {'Column': {'Expression': {'SourceRef': {'Source': 's1'}}, 'Property': 'challenge_type'}, 'Name': 'simpfy_challenges_vw.challenge_type', 'NativeReferenceName': 'Challenge type'}], 'OrderBy': [{'Direction': 2, 'Expression': {'Aggregation': {'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's1'}}, 'Property': 'challange_id'}}, 'Function': 2}}}]}",donutChart
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual6_clusteredColumnChart,Visual6_clusteredColumnChart,Visual6_clusteredColumnChart,Visual6_clusteredColumnChart,Visual6_clusteredColumnChart,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_years'}, 'Name': 'simpfy_projects_vw.project_years', 'NativeReferenceName': 'Project years'}, {'Measure': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'Project years total cost distinct project'}, 'Name': 'simpfy_projects_vw.Project years total cost distinct project', 'NativeReferenceName': 'Project years total cost'}], 'OrderBy': [{'Direction': 1, 'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_years'}}}]}",clusteredColumnChart
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual7_tableEx,Visual7_tableEx,Visual7_tableEx,Visual7_tableEx,Visual7_tableEx,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}, {'Name': 'l', 'Entity': 'LastMilestonesTable', 'Type': 0}], 'Select': [{'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'segment_name'}, 'Name': 'simpfy_projects_vw.segment_name', 'NativeReferenceName': 'Segment'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_name'}, 'Name': 'simpfy_projects_vw.project_name', 'NativeReferenceName': 'Project'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'description'}, 'Name': 'simpfy_projects_vw.description', 'NativeReferenceName': 'Description'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'Project Stage'}, 'Name': 'simpfy_projects_vw.project_stage', 'NativeReferenceName': 'Stage'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'key_areas_of_concern'}, 'Name': 'simpfy_projects_vw.key_areas_of_concern', 'NativeReferenceName': 'Challenges Affecting Project'}, {'Measure': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'Stoplight'}, 'Name': 'simpfy_projects_vw.Stoplight', 'NativeReferenceName': 'Stoplight'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'start_year'}, 'Name': 'simpfy_projects_vw.start_year', 'NativeReferenceName': 'Start Year'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'end_year'}, 'Name': 'simpfy_projects_vw.end_year', 'NativeReferenceName': 'End Year'}, {'Column': {'Expression': {'SourceRef': {'Source': 'l'}}, 'Property': 'LastMilestoneStatus'}, 'Name': 'LastMilestonesTable.LastMilestoneStatus', 'NativeReferenceName': 'Project Status1'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'socar_share with %'}, 'Name': 'simpfy_projects_vw.socar_share', 'NativeReferenceName': 'SOCAR Share, %'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'socar share with amount'}, 'Name': 'simpfy_projects_vw.socar_share_distinct_column', 'NativeReferenceName': 'SOCAR Share, USD'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'Dynamic display unit_tc_c'}, 'Name': 'simpfy_projects_vw.Dynamic display unit_tc_c', 'NativeReferenceName': 'Total Cost, USD1'}]}",tableEx
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual8_card,Visual8_card,Visual8_card,Visual8_card,Visual8_card,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_challenges_vw', 'Type': 0}], 'Select': [{'Aggregation': {'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'challange_id'}}, 'Function': 2}, 'Name': 'CountNonNull(simpfy_challenges_vw.challange_id)', 'NativeReferenceName': 'Count of challange_id1'}], 'OrderBy': [{'Direction': 2, 'Expression': {'Aggregation': {'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'challange_id'}}, 'Function': 2}}}]}",card
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual9_slicer,Visual9_slicer,Visual9_slicer,Visual9_slicer,Visual9_slicer,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'segment_initiative_name'}, 'Name': 'simpfy_projects_vw.segment_initiative_name', 'NativeReferenceName': 'Segment initiative'}]}",slicer
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual10_slicer,Visual10_slicer,Visual10_slicer,Visual10_slicer,Visual10_slicer,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'corp_initiative_name'}, 'Name': 'simpfy_projects_vw.corp_initiative_name', 'NativeReferenceName': 'Corporate Initiative'}]}",slicer
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual11_slicer,Visual11_slicer,Visual11_slicer,Visual11_slicer,Visual11_slicer,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'segment_name'}, 'Name': 'simpfy_projects_vw.segment_name', 'NativeReferenceName': 'Segment'}]}",slicer
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual12_card,Visual12_card,Visual12_card,Visual12_card,Visual12_card,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Measure': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'Milestone count blank with -'}, 'Name': 'simpfy_projects_vw.Milestone count blank with -', 'NativeReferenceName': 'Milestones'}], 'OrderBy': [{'Direction': 2, 'Expression': {'Measure': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'Milestone count blank with -'}}}]}",card
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual13_card,Visual13_card,Visual13_card,Visual13_card,Visual13_card,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Aggregation': {'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'segment_initiative_name'}}, 'Function': 2}, 'Name': 'Min(simpfy_projects_vw.segment_initiative_name)', 'NativeReferenceName': 'Count of segment_initiative_name'}], 'OrderBy': [{'Direction': 2, 'Expression': {'Aggregation': {'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'segment_initiative_name'}}, 'Function': 2}}}]}",card
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual14_card,Visual14_card,Visual14_card,Visual14_card,Visual14_card,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Aggregation': {'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_name'}}, 'Function': 2}, 'Name': 'Min(simpfy_projects_vw.project_name)', 'NativeReferenceName': 'Count of project_name'}], 'OrderBy': [{'Direction': 2, 'Expression': {'Aggregation': {'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_id'}}, 'Function': 2}}}]}",card
Simpfy_project_96010eb4/b51059fb8d292d8e5770/Visual15_card,Visual15_card,Visual15_card,Visual15_card,Visual15_card,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_challenges_vw', 'Type': 0}, {'Name': 's1', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Aggregation': {'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'challange_id'}}, 'Function': 2}, 'Name': 'CountNonNull(simpfy_challenges_vw.challange_id)', 'NativeReferenceName': 'Count of challange_id1'}], 'OrderBy': [{'Direction': 2, 'Expression': {'Aggregation': {'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's1'}}, 'Property': 'key_areas_of_concern'}}, 'Function': 2}}}]}",card
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual1_slicer,Visual1_slicer,Visual1_slicer,Visual1_slicer,Visual1_slicer,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_leader_full_name'}, 'Name': 'simpfy_projects_vw.project_leader_full_name', 'NativeReferenceName': 'Project Coordinator'}]}",slicer
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual2_slicer,Visual2_slicer,Visual2_slicer,Visual2_slicer,Visual2_slicer,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'segment_initiative_name'}, 'Name': 'simpfy_projects_vw.segment_initiative_name', 'NativeReferenceName': 'Segment Initiative'}]}",slicer
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual3_slicer,Visual3_slicer,Visual3_slicer,Visual3_slicer,Visual3_slicer,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'business_unit_name'}, 'Name': 'simpfy_projects_vw.business_unit_name', 'NativeReferenceName': 'Business Unit'}]}",slicer
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual4_slicer,Visual4_slicer,Visual4_slicer,Visual4_slicer,Visual4_slicer,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'corp_initiative_name'}, 'Name': 'simpfy_projects_vw.corp_initiative_name', 'NativeReferenceName': 'Corporate Initiative'}]}",slicer
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual5_slicer,Visual5_slicer,Visual5_slicer,Visual5_slicer,Visual5_slicer,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'segment_name'}, 'Name': 'simpfy_projects_vw.segment_name', 'NativeReferenceName': 'Segment'}]}",slicer
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual6_slicer,Visual6_slicer,Visual6_slicer,Visual6_slicer,Visual6_slicer,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'pillar_enabler_name'}, 'Name': 'simpfy_projects_vw.pillar_enabler_name', 'NativeReferenceName': 'Corporate Pillar/Enabler'}]}",slicer
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual7_slicer,Visual7_slicer,Visual7_slicer,Visual7_slicer,Visual7_slicer,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_name'}, 'Name': 'simpfy_projects_vw.project_name', 'NativeReferenceName': 'Project'}]}",slicer
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual8_slicer,Visual8_slicer,Visual8_slicer,Visual8_slicer,Visual8_slicer,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_country'}, 'Name': 'simpfy_projects_vw.project_country', 'NativeReferenceName': 'Country'}]}",slicer
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual9_slicer,Visual9_slicer,Visual9_slicer,Visual9_slicer,Visual9_slicer,,"{'Version': 2, 'From': [{'Name': 'l', 'Entity': 'LastMilestonesTable', 'Type': 0}], 'Select': [{'Column': {'Expression': {'SourceRef': {'Source': 'l'}}, 'Property': 'LastMilestoneStatus'}, 'Name': 'LastMilestonesTable.LastMilestoneStatus', 'NativeReferenceName': 'Project status'}]}",slicer
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual10_slicer,Visual10_slicer,Visual10_slicer,Visual10_slicer,Visual10_slicer,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'end_year'}, 'Name': 'simpfy_projects_vw.end_year', 'NativeReferenceName': 'End Date'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'End_Date_Quarter'}, 'Name': 'simpfy_projects_vw.End_Date_Quarter', 'NativeReferenceName': 'End_Date_Quarter'}], 'OrderBy': [{'Direction': 1, 'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'end_year'}}}]}",slicer
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual11_slicer,Visual11_slicer,Visual11_slicer,Visual11_slicer,Visual11_slicer,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'co_project'}, 'Name': 'simpfy_projects_vw.co_project', 'NativeReferenceName': ' CO Projects'}]}",slicer
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual12_slicer,Visual12_slicer,Visual12_slicer,Visual12_slicer,Visual12_slicer,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'start_year'}, 'Name': 'simpfy_projects_vw.start_year', 'NativeReferenceName': 'Start Date'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'Start_Date_Quarter'}, 'Name': 'simpfy_projects_vw.Start_Date_Quarter', 'NativeReferenceName': 'Start_Date_Quarter'}], 'OrderBy': [{'Direction': 1, 'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'start_year'}}}]}",slicer
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual13_tableEx,Visual13_tableEx,Visual13_tableEx,Visual13_tableEx,Visual13_tableEx,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}, {'Name': 'l', 'Entity': 'LastMilestonesTable', 'Type': 0}], 'Select': [{'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'segment_name'}, 'Name': 'simpfy_projects_vw.segment_name', 'NativeReferenceName': 'Segment'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_name'}, 'Name': 'simpfy_projects_vw.project_name', 'NativeReferenceName': 'Project'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'description'}, 'Name': 'simpfy_projects_vw.description', 'NativeReferenceName': 'Description'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'general_impact_summary'}, 'Name': 'simpfy_projects_vw.general_impact_summary', 'NativeReferenceName': 'Impact'}, {'Measure': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'Stoplight'}, 'Name': 'simpfy_projects_vw.Stoplight', 'NativeReferenceName': 'Status1'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'Enablers'}, 'Name': 'simpfy_projects_vw.Enablers', 'NativeReferenceName': 'Enablers'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'key_areas_of_concern'}, 'Name': 'simpfy_projects_vw.key_areas_of_concern', 'NativeReferenceName': 'Key Areas of Concern'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'Pillars'}, 'Name': 'simpfy_projects_vw.Pillars', 'NativeReferenceName': 'Pillars'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_country'}, 'Name': 'simpfy_projects_vw.project_country', 'NativeReferenceName': 'Country'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_leader_name'}, 'Name': 'simpfy_projects_vw.project_leader_name', 'NativeReferenceName': 'Project Coordinator'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_type'}, 'Name': 'simpfy_projects_vw.project_type', 'NativeReferenceName': 'Project Type'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'segment_type'}, 'Name': 'simpfy_projects_vw.segment_type', 'NativeReferenceName': 'Segment Type'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'business_unit_name'}, 'Name': 'simpfy_projects_vw.business_unit_name', 'NativeReferenceName': 'Business Unit Name'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'corp_initiative_name'}, 'Name': 'simpfy_projects_vw.corp_initiative_name', 'NativeReferenceName': 'Corporate Initiative Name'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'segment_initiative_name'}, 'Name': 'simpfy_projects_vw.segment_initiative_name', 'NativeReferenceName': 'Segment Initiative'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'Project Stage'}, 'Name': 'simpfy_projects_vw.Project Stage', 'NativeReferenceName': 'Project Stage'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'total_cost'}, 'Name': 'simpfy_projects_vw.total_cost', 'NativeReferenceName': 'Total Cost'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'start_year'}, 'Name': 'simpfy_projects_vw.start_year', 'NativeReferenceName': 'Start Date'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'end_year'}, 'Name': 'simpfy_projects_vw.end_year', 'NativeReferenceName': 'End Date'}, {'Column': {'Expression': {'SourceRef': {'Source': 'l'}}, 'Property': 'LastMilestoneStatus'}, 'Name': 'LastMilestonesTable.LastMilestoneStatus', 'NativeReferenceName': 'Project Status1'}]}",tableEx
Simpfy_project_96010eb4/43886f5e900cdf121ca3/Visual14_slicer,Visual14_slicer,Visual14_slicer,Visual14_slicer,Visual14_slicer,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'Project Stage'}, 'Name': 'simpfy_projects_vw.Project Stage', 'NativeReferenceName': 'Project Stage'}]}",slicer
Simpfy_project_96010eb4/c13e75df0817a0ed0006/Visual1_slicer,Visual1_slicer,Visual1_slicer,Visual1_slicer,Visual1_slicer,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_name'}, 'Name': 'simpfy_projects_vw.project_name', 'NativeReferenceName': 'project_name'}], 'OrderBy': [{'Direction': 1, 'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_name'}}}]}",slicer
Simpfy_project_96010eb4/c13e75df0817a0ed0006/Visual2_card,Visual2_card,Visual2_card,Visual2_card,Visual2_card,,"{'Version': 2, 'From': [{'Name': 'l', 'Entity': 'LastMilestonesTable', 'Type': 0}], 'Select': [{'Aggregation': {'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 'l'}}, 'Property': 'LastMilestoneStatus'}}, 'Function': 3}, 'Name': 'Min(LastMilestonesTable.LastMilestoneStatus)', 'NativeReferenceName': 'First LastMilestoneStatus'}]}",card
Simpfy_project_96010eb4/c13e75df0817a0ed0006/Visual3_card,Visual3_card,Visual3_card,Visual3_card,Visual3_card,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Aggregation': {'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_country'}}, 'Function': 3}, 'Name': 'Min(simpfy_projects_vw.project_country)', 'NativeReferenceName': ' '}]}",card
Simpfy_project_96010eb4/c13e75df0817a0ed0006/Visual4_card,Visual4_card,Visual4_card,Visual4_card,Visual4_card,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Aggregation': {'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'Project Stage'}}, 'Function': 3}, 'Name': 'Min(simpfy_projects_vw.Project Stage)', 'NativeReferenceName': ' '}]}",card
Simpfy_project_96010eb4/c13e75df0817a0ed0006/Visual5_columnChart,Visual5_columnChart,Visual5_columnChart,Visual5_columnChart,Visual5_columnChart,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Measure': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'Project years total cost distinct project'}, 'Name': 'simpfy_projects_vw.Project years total cost distinct project', 'NativeReferenceName': 'Project years total cost distinct project'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_years'}, 'Name': 'simpfy_projects_vw.project_years', 'NativeReferenceName': 'project_years'}], 'OrderBy': [{'Direction': 1, 'Expression': {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'project_years'}}}]}",columnChart
Simpfy_project_96010eb4/c13e75df0817a0ed0006/Visual6_card,Visual6_card,Visual6_card,Visual6_card,Visual6_card,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Measure': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'Stoplight'}, 'Name': 'simpfy_projects_vw.Stoplight', 'NativeReferenceName': 'Stoplight'}]}",card
Simpfy_project_96010eb4/2ac534c003f39a90e06e/Visual1_tableEx,Visual1_tableEx,Visual1_tableEx,Visual1_tableEx,Visual1_tableEx,,"{'Version': 2, 'From': [{'Name': 's', 'Entity': 'simpfy_projects_vw', 'Type': 0}], 'Select': [{'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'milestone_name'}, 'Name': 'simpfy_projects_vw.milestone_name', 'NativeReferenceName': 'Milestone'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'milestone_description'}, 'Name': 'simpfy_projects_vw.milestone_description', 'NativeReferenceName': 'Description'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'milestone_target_date'}, 'Name': 'simpfy_projects_vw.milestone_target_date.Variation.Date Hierarchy.Year', 'NativeReferenceName': 'Target Date'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'milestone_status'}, 'Name': 'simpfy_projects_vw.milestone_status', 'NativeReferenceName': 'Completion Status'}, {'Column': {'Expression': {'SourceRef': {'Source': 's'}}, 'Property': 'milestone_completion_date'}, 'Name': 'simpfy_projects_vw.milestone_completion_date', 'NativeReferenceName': 'Actual Date'}]}",tableEx
